code,title,description,credits,institution,department,prerequisites
POLI 4630,The U.S. Presidency,,3,University Of New Orleans,PLACEHOLDER,
POLI 4640,US Congress & People,,3,University Of New Orleans,PLACEHOLDER,
POLI 4650,Southern Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 4653,Political Socialization,,3,University Of New Orleans,PLACEHOLDER,
POLI 4670,Women and Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 4700,Latin Am Govts & Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 4710,Politics of Developing Areas,,3,University Of New Orleans,PLACEHOLDER,
POLI 4770,Modern Political Systems,,3,University Of New Orleans,PLACEHOLDER,
POLI 4780,Comparative Democratization,,3,University Of New Orleans,PLACEHOLDER,
POLI 4790,Media and Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 4800,Concepts & Patrn Intl Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 4820,International Organization,,3,University Of New Orleans,PLACEHOLDER,
POLI 4850,International Political Economy,,3,University Of New Orleans,PLACEHOLDER,
POLI 4860,International Law,,3,University Of New Orleans,PLACEHOLDER,
POLI 4870,American Foreign Policy,,3,University Of New Orleans,PLACEHOLDER,
POLI 4885,Issues in Conflict & Diplomacy,,3,University Of New Orleans,PLACEHOLDER,
POLI 4990,Special Topics in Poli Science,,3,University Of New Orleans,PLACEHOLDER,
POLI 4991,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
POLI 4999,Political Science Overview,,3,University Of New Orleans,PLACEHOLDER,
POLI 5170,Politics of Public Policy,,3,University Of New Orleans,PLACEHOLDER,
POLI 5310,US State Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5410,American Constitutional Law,,3,University Of New Orleans,PLACEHOLDER,
POLI 5420,Am Const & Civil Liberties,,3,University Of New Orleans,PLACEHOLDER,
POLI 5440,Urban Judicial Process,,3,University Of New Orleans,PLACEHOLDER,
POLI 5600,Political Parties & Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5601,Voters and Elections,,3,University Of New Orleans,PLACEHOLDER,
POLI 5621,Public Opinion,,3,University Of New Orleans,PLACEHOLDER,
POLI 5630,The U.S. Presidency,,3,University Of New Orleans,PLACEHOLDER,
POLI 5640,US Congress & People,,3,University Of New Orleans,PLACEHOLDER,
POLI 5650,Southern Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5653,Political Socialization,,3,University Of New Orleans,PLACEHOLDER,
POLI 5670,Women and Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5700,Latin Am Govts & Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5710,Politics of Developing Areas,,3,University Of New Orleans,PLACEHOLDER,
POLI 5770,Modern Political Systems,,3,University Of New Orleans,PLACEHOLDER,
POLI 5780,Comparative Democratization,,3,University Of New Orleans,PLACEHOLDER,
POLI 5800,Concepts & Patrn Intl Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5820,International Organization,,3,University Of New Orleans,PLACEHOLDER,
POLI 5850,International Political Economy,,3,University Of New Orleans,PLACEHOLDER,
POLI 5860,International Law,,3,University Of New Orleans,PLACEHOLDER,
POLI 5870,American Foreign Policy,,3,University Of New Orleans,PLACEHOLDER,
POLI 5885,Issues in Conflict & Diplomacy,,3,University Of New Orleans,PLACEHOLDER,
POLI 5970,Media and Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 5990,Special Topics in Poli Science,,3,University Of New Orleans,PLACEHOLDER,
POLI 6001,Intro Political Research,,3,University Of New Orleans,PLACEHOLDER,
POLI 6002,Methods Political Research I,,3,University Of New Orleans,PLACEHOLDER,
POLI 6003,Methods Political Research II,,3,University Of New Orleans,PLACEHOLDER,
POLI 6420,Appellate Courts Seminar,,3,University Of New Orleans,PLACEHOLDER,
POLI 6650,Seminar Women & Politics,,3,University Of New Orleans,PLACEHOLDER,
POLI 6680,Sem Legislative Behavior,,3,University Of New Orleans,PLACEHOLDER,
POLI 6720,Sem Developed Political Syst,,3,University Of New Orleans,PLACEHOLDER,
POLI 6790,Comparative Media,,3,University Of New Orleans,PLACEHOLDER,
POLI 6810,IR Theory,,3,University Of New Orleans,PLACEHOLDER,
POLI 6885,Sem in International Conflict,,3,University Of New Orleans,PLACEHOLDER,
POLI 6910,Spec Topics Sem Poli,,3,University Of New Orleans,PLACEHOLDER,
POLI 6990,Independent Research,,3,University Of New Orleans,PLACEHOLDER,
POLI 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
POLI 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
POLI 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,
PSYC 1000,General Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 1009,General Psychology Honors,,3,University Of New Orleans,PLACEHOLDER,
PSYC 1500,Personal Adjustment,,3,University Of New Orleans,PLACEHOLDER,
PSYC 1520,Human Sexual Behavior,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2091,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2100,Foundations of Developmental Psyc,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2110,Child Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2120,Adolescent Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2200,Educational Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2310,Intro to Statistics for Behav,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2321,Introduction to Neuroscience,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2340,Foundations of Emotion,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2380,Foundations of Cognitive Psyc,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2400,Foundations of Social Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2460,Moral Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2500,Data Analysis in Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2520,Drugs and Behavior,,3,University Of New Orleans,PLACEHOLDER,
PSYC 2600,Abnormal Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3090,Ind Resrch in Psyc,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3095,Field Experience in Applied Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3099,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3130,Adult Development & Aging,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3300,Research Methods and Statistics,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3320,Foundations of Biopsychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3340,Psych of Eating,,3,University Of New Orleans,PLACEHOLDER,
PSYC 3510,Intro to Forensic Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4000,Psychology Comprehensive Exam,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4010,History Modern Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4091,Spec Topics in Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4310,Intermediate Statistics for Behavioral Science,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4320,Physiological Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4330,Comparative Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4350,Psychology of Learning,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4365,Sensation & Perception,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4510,Personality,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4530,Psychopathology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4540,Mood Disorders,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4550,Clinical Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4600,Psychological Tests & Measrmnt,,3,University Of New Orleans,PLACEHOLDER,
PSYC 4700,Psychology of Work,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5010,History Modern Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5091,Spec Topics in Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5100,Foundations of Developmental Psyc,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5310,Intermediate Stats Behavioral,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5320,Physiological Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5330,Comparative Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5350,Psychology of Learning,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5365,Sensation & Perception,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5510,Personality,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5530,Psychopathology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5540,Mood Disorders,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5550,Clinical Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5600,Psychological Tests & Measrmnt,,3,University Of New Orleans,PLACEHOLDER,
PSYC 5700,Personnel & Indust Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6050,Sem in Professional Problems,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6090,Ind Research in Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6091,Seminar,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6101,Fund Appl Dev Psychology I,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6102,Fund Appl Dev Psychology II,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6170,Prob in Scmot Dev,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6191,Practicum Develop Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6195,Adv Sem Appl Devel Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6311,Advanced Statistics I,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6312,Advanced Statistics II,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6350,Advanced Learning,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6395,Advanced Seminar in Statistics,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6400,Social Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6500,Sem Psyc Interventions,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6550,Psychopathology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6610,Measurement of Intelligence,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6620,Dev Assessmnt Psychopathology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6630,Autism and ADOS Assessment,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6801,Fund Appl Biopsychology I,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6802,Fund Appl Biopsychology II,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6810,Psychopharmacology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6820,Psychophysiology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6891,Practicum Appl Biopsychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 6895,Adv Sem Appl Biopsychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
PSYC 7010,Teaching of Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
PSYC 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,
PSYC 7191,Internship Appl Dev Psychology,,3,University Of New Orleans,PLACEHOLDER,
PSYC 7891,Internship Appl Biopsychology,,3,University Of New Orleans,PLACEHOLDER,
PADM 4220,Nonprofit Sector,,3,University Of New Orleans,PLACEHOLDER,
PADM 4221,Collaboration,,3,University Of New Orleans,PLACEHOLDER,
PADM 4222,Legal Ethical / Issues,,3,University Of New Orleans,PLACEHOLDER,
PADM 4223,Fin Adm & Dev Nonprft,,3,University Of New Orleans,PLACEHOLDER,
PADM 4224,Nonprofit Leadership,,3,University Of New Orleans,PLACEHOLDER,
PADM 4800,Spec Studisrban Problems,,3,University Of New Orleans,PLACEHOLDER,
PADM 4810,Environ Justice in Urbn Envmts,,3,University Of New Orleans,PLACEHOLDER,
PADM 4900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
PADM 5220,Nonprofit Sector,,3,University Of New Orleans,PLACEHOLDER,
PADM 5221,Collaboration,,3,University Of New Orleans,PLACEHOLDER,
PADM 5222,Legal Ethical / Issues,,3,University Of New Orleans,PLACEHOLDER,
PADM 5223,Financial Administration & Dev Nonprft,,3,University Of New Orleans,PLACEHOLDER,
PADM 5224,Nonprofit Leadership,,3,University Of New Orleans,PLACEHOLDER,
PADM 5800,Spec Studisrban Problems,,3,University Of New Orleans,PLACEHOLDER,
PADM 5810,Environ Justice in Urbn Envmts,,3,University Of New Orleans,PLACEHOLDER,
PADM 6001,Research Method Public Administration,,3,University Of New Orleans,PLACEHOLDER,
PADM 6010,Profession of Public Admin,,3,University Of New Orleans,PLACEHOLDER,
PADM 6020,Bureaucracy and Democracy,,3,University Of New Orleans,PLACEHOLDER,
PADM 6110,Public Budgeting,,3,University Of New Orleans,PLACEHOLDER,
PADM 6130,U.S. Disaster Policy,,3,University Of New Orleans,PLACEHOLDER,
PADM 6160,Law and Ethics of Public Admin,,3,University Of New Orleans,PLACEHOLDER,
PADM 6180,HR Admin in the Public Sector,,3,University Of New Orleans,PLACEHOLDER,
PADM 6201,Program Evaluation,,3,University Of New Orleans,PLACEHOLDER,
PADM 6401,Administrative Behavior,,3,University Of New Orleans,PLACEHOLDER,
PADM 6410,Tech in Public Organizations,,3,University Of New Orleans,PLACEHOLDER,
PADM 6501,Criminal Justice Administration,,3,University Of New Orleans,PLACEHOLDER,
PADM 6900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
PADM 6901,MPA Capstone,,3,University Of New Orleans,PLACEHOLDER,
PADM 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
PADM 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
PPEL 3000,"Foundations of Public Policy, Ethics, and Law",,3,University Of New Orleans,PLACEHOLDER,
PPEL 3200,Leadership and Entrepreneurship,,3,University Of New Orleans,PLACEHOLDER,
PPEL 3580,Public Disagreement and Civic Virtue,,3,University Of New Orleans,PLACEHOLDER,
PPEL 3900,"Current Topics in Public Policy, Ethics, and Law",,3,University Of New Orleans,PLACEHOLDER,
PPEl 3910,"Public Policy, Ethics, and Law Capstone",,3,University Of New Orleans,PLACEHOLDER,
PPEL 4580,Economic Justice,,3,University Of New Orleans,PLACEHOLDER,
PPEL 4581,Political Justice,,3,University Of New Orleans,PLACEHOLDER,
QMBE 2786,Intermed Bus & Econ Stat,,3,University Of New Orleans,PLACEHOLDER,
QMBE 2787,Bus & Econ Stat Lab,,3,University Of New Orleans,PLACEHOLDER,
QMBE 5400,Statistics for Managers,,3,University Of New Orleans,PLACEHOLDER,
QMBE 6280,Math in Financial Economics,,3,University Of New Orleans,PLACEHOLDER,
QMBE 6281,Econometrics I,,3,University Of New Orleans,PLACEHOLDER,
QMBE 6282,Econometrics II,,3,University Of New Orleans,PLACEHOLDER,
QMBE 6283,Sem in Math & Statistics,,3,University Of New Orleans,PLACEHOLDER,
QMBE 6295,Spec Topic Quant Methods,,3,University Of New Orleans,PLACEHOLDER,
ROML 3405,Romance Literature and Film,,3,University Of New Orleans,PLACEHOLDER,
ROML 4005,Greek & Roman Myth,,3,University Of New Orleans,PLACEHOLDER,
ROML 5005,Greek & Roman Myth,,3,University Of New Orleans,PLACEHOLDER,
ROML 6003,Applied Romance Linguistics,,3,University Of New Orleans,PLACEHOLDER,
ROML 6005,Romance Linguistics,,3,University Of New Orleans,PLACEHOLDER,
ROML 6105,Research Romance Literatures,,3,University Of New Orleans,PLACEHOLDER,
ROML 6205,Comparative Romance Cultures,,3,University Of New Orleans,PLACEHOLDER,
ROML 6207,Early Modern Romance Cultures,,3,University Of New Orleans,PLACEHOLDER,
ROML 6282,Foreign Lang Ped and Practicum,,3,University Of New Orleans,PLACEHOLDER,
ROML 6398,Internship in Romance Languages,,3,University Of New Orleans,PLACEHOLDER,
SOC 1051,Introductory Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 2098,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
SOC 2273,Society and the Person,,3,University Of New Orleans,PLACEHOLDER,
SOC 2707,Social Statistics I,,3,University Of New Orleans,PLACEHOLDER,
SOC 2708,Methods in Social Research,,3,University Of New Orleans,PLACEHOLDER,
SOC 2871,Environment As Social Problem,,3,University Of New Orleans,PLACEHOLDER,
SOC 2962,Current Social Problems,,3,University Of New Orleans,PLACEHOLDER,
SOC 2994,Multicult & Div in the US,,3,University Of New Orleans,PLACEHOLDER,
SOC 3091,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
SOC 3092,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
SOC 3093,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
SOC 3094,Independent Field Research,,3,University Of New Orleans,PLACEHOLDER,
SOC 3095,Independent Field Research,,3,University Of New Orleans,PLACEHOLDER,
SOC 3096,Internship Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 3097,Internship in Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 3099,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
SOC 4070,"Spec Top Women, Lit, Society",,3,University Of New Orleans,PLACEHOLDER,
SOC 4080,Persp Wom Gender Sex,,3,University Of New Orleans,PLACEHOLDER,
SOC 4086,Sociological Theory,,3,University Of New Orleans,PLACEHOLDER,
SOC 4094,Social Change,,3,University Of New Orleans,PLACEHOLDER,
SOC 4098,Selected Topics Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 4101,Social Organization,,3,University Of New Orleans,PLACEHOLDER,
SOC 4103,Racial Issues,,3,University Of New Orleans,PLACEHOLDER,
SOC 4104,The Family,,3,University Of New Orleans,PLACEHOLDER,
SOC 4107,Sociology of Gender,,3,University Of New Orleans,PLACEHOLDER,
SOC 4113,Aging and Death,,3,University Of New Orleans,PLACEHOLDER,
SOC 4124,Social Stratification,,3,University Of New Orleans,PLACEHOLDER,
SOC 4150,Sociology of Pop Culture,,3,University Of New Orleans,PLACEHOLDER,
SOC 4216,Advanced Social Psychology,,3,University Of New Orleans,PLACEHOLDER,
SOC 4219,Social Deviance,,3,University Of New Orleans,PLACEHOLDER,
SOC 4788,Social Statistics II,,3,University Of New Orleans,PLACEHOLDER,
SOC 4871,Sociology of Environment,,3,University Of New Orleans,PLACEHOLDER,
SOC 4875,Soc of Disaster,,3,University Of New Orleans,PLACEHOLDER,
SOC 4881,The Urban Community,,3,University Of New Orleans,PLACEHOLDER,
SOC 4882,Urb Issues Plng & Soc Policy,,3,University Of New Orleans,PLACEHOLDER,
SOC 4903,Population Issues,,3,University Of New Orleans,PLACEHOLDER,
SOC 4911,Drugs & Society,,3,University Of New Orleans,PLACEHOLDER,
SOC 4921,Criminology,,3,University Of New Orleans,PLACEHOLDER,
SOC 4954,Juvenile Delinquency,,3,University Of New Orleans,PLACEHOLDER,
SOC 5070,"Spec Top Women, Lit, Society",,3,University Of New Orleans,PLACEHOLDER,
SOC 5080,Persp Wom Gender Sex,,3,University Of New Orleans,PLACEHOLDER,
SOC 5086,Sociological Theory,,3,University Of New Orleans,PLACEHOLDER,
SOC 5094,Social Change,,3,University Of New Orleans,PLACEHOLDER,
SOC 5098,Selected Topics Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 5101,Social Organization,,3,University Of New Orleans,PLACEHOLDER,
SOC 5103,Racial Issues,,3,University Of New Orleans,PLACEHOLDER,
SOC 5104,The Family,,3,University Of New Orleans,PLACEHOLDER,
SOC 5107,Sociology of Gender,,3,University Of New Orleans,PLACEHOLDER,
SOC 5113,Aging and Death,,3,University Of New Orleans,PLACEHOLDER,
SOC 5124,Social Stratification,,3,University Of New Orleans,PLACEHOLDER,
SOC 5150,Sociology of Pop Culture,,3,University Of New Orleans,PLACEHOLDER,
SOC 5216,Advanced Social Psychology,,3,University Of New Orleans,PLACEHOLDER,
SOC 5219,Social Deviance,,3,University Of New Orleans,PLACEHOLDER,
SOC 5788,Social Statistics II,,3,University Of New Orleans,PLACEHOLDER,
SOC 5871,Sociology of Environment,,3,University Of New Orleans,PLACEHOLDER,
SOC 5875,Soc of Disaster,,3,University Of New Orleans,PLACEHOLDER,
SOC 5881,The Urban Community,,3,University Of New Orleans,PLACEHOLDER,
SOC 5882,Urb Issues Plng & Soc Policy,,3,University Of New Orleans,PLACEHOLDER,
SOC 5903,Population Issues,,3,University Of New Orleans,PLACEHOLDER,
SOC 5911,Drugs & Society,,3,University Of New Orleans,PLACEHOLDER,
SOC 5921,Criminology,,3,University Of New Orleans,PLACEHOLDER,
SOC 5954,Juvenile Delinquency,,3,University Of New Orleans,PLACEHOLDER,
SOC 6098,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
SOC 6105,Sem Complex Org & Bureaucracy,,3,University Of New Orleans,PLACEHOLDER,
SOC 6107,Socl Perspectives on Gender,,3,University Of New Orleans,PLACEHOLDER,
SOC 6396,Ind Readings Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 6397,Ind Readings Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 6398,Ind Readings Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 6573,Social Psychology,,3,University Of New Orleans,PLACEHOLDER,
SOC 6783,Advanced Sociological Theory,,3,University Of New Orleans,PLACEHOLDER,
SOC 6784,Meth of Sociological Investign,,3,University Of New Orleans,PLACEHOLDER,
SOC 6785,Sem Research Applications,,3,University Of New Orleans,PLACEHOLDER,
SOC 6788,Qualitatv Methods in Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 6813,Urban Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 6816,Sem Sexualities,,3,University Of New Orleans,PLACEHOLDER,
SOC 6871,Adv Environmental Sociology,,3,University Of New Orleans,PLACEHOLDER,
SOC 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
SOC 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
SPAN 1001,Basic Spanish I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 1002,Basic Spanish II,,3,University Of New Orleans,PLACEHOLDER,
SPAN 2001,Intermediate Spanish I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 2002,Intermediate Spanish II,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3002,Phonetics,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3005,Romance Linguistics,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3031,Spanish Conversation,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3041,Advanced Spanish Grammar,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3042,Advanced Spanish Comp & Syntax,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3055,Analysis & Interpret Span Lit,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3100,Survey Spanish Literature I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3101,Survey Spanish Literature II,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3191,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3192,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3193,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3194,Internship in Spanish,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3195,Internship in Spanish,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3196,Internship in Spanish,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3197,Oral Proficiency,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3271,Spanihmerican Civilization,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3402,Spanihmerican Lit in Trans,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3406,Romance Cult New Orl,,3,University Of New Orleans,PLACEHOLDER,
SPAN 3500,Tutorial for Graduating Majors,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4007,Spanish Dialectology,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4015,History of Spanish Language,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4031,Advanced Spanish Conversation,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4041,Problems Grammatical Analysis,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4051,Business Spanish,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4070,Introduction to the Fields of Translation and Interpreting,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4122,Span Lit Golden Age,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4171,Translation and Interpreting in the Healthcare Setting,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4173,Translation and Interpreting in the Legal Setting,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4180,Modern Lit in Span,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4201,Spanish Civilization I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4202,Spanish Civilization II,,3,University Of New Orleans,PLACEHOLDER,
SPAN 4203,Spanihmerican Civiliztn I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5007,Spanish Dialectology,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5015,History of Spanish Language,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5031,Advanced Spanish Conversation,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5041,Problems Grammatical Analysis,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5051,Business Spanish,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5070,Introduction to the Fields of Translation and Interpreting,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5122,Span Lit Golden Age,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5171,Translation and Interpreting in the Healthcare Setting,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5173,Translation and Interpreting in the Legal Setting,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5180,Modern Lit in Span,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5201,Spanish Civilization I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5202,Spanish Civilization II,,3,University Of New Orleans,PLACEHOLDER,
SPAN 5203,Spanihmerican Civiliztn I,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6007,Spanish Linguistics,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6097,Studies Spanish Linguistics,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6190,Std Medieval Span Literature,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6191,Studies Golden Age Literature,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6197,Studies Spnmer Lit Aft 1810,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6198,Studies Spanish Literature,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6205,Spanish Thought,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6265,Contemp Hispanic Soc & Inst,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6295,Studies Hispanic Culture & Civ,,3,University Of New Orleans,PLACEHOLDER,
SPAN 6397,Directed Study,,3,University Of New Orleans,PLACEHOLDER,
SPAN 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
SPAN 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
EDSP 1001,Basic Sign Language I,,3,University Of New Orleans,PLACEHOLDER,
EDSP 2001,Intermediate Sign Language I,,3,University Of New Orleans,PLACEHOLDER,
EDSP 3610,Intro Students M/M,,3,University Of New Orleans,PLACEHOLDER,
EDSP 3612,Intro to Spec Ed: Principles,,3,University Of New Orleans,PLACEHOLDER,
EDSP 3620,Methods Students M/M,,3,University Of New Orleans,PLACEHOLDER,
